정류장 번호,권종,거래건수
5395,일반,68
5395,일반,281
5396,일반,10
5396,청소년,2
5396,청소년,12
5396,어린이,2
5396,일반,72
5396,청소년,2
5396,어린이,3
5396,일반,365
5397,일반,10
5397,일반,1
5397,청소년,7
5397,일반,2
5397,일반,2
5397,일반,242
5397,어린이,547
5397,어린이,114
5397,어린이,4
5398,일반,65826
5398,일반,8229
5398,일반,1241
5398,청소년,3848
5398,청소년,269
5398,청소년,56
5398,어린이,971
5398,어린이,34
5398,어린이,9
5399,일반,55136
5399,일반,5276
5399,일반,1347
5399,청소년,3356
5399,청소년,115
5399,청소년,60
5399,어린이,3
5399,어린이,12
5399,어린이,1
5400,일반,1420
5400,일반,282
5400,일반,27
5400,청소년,107
5400,청소년,11
5400,어린이,20
5400,어린이,10
5400,어린이,3
5400,일반,1003
5401,일반,396
5401,일반,13
5401,청소년,118
5401,청소년,11
5401,청소년,1
5401,어린이,6
5401,일반,426
5401,일반,72
5401,일반,68
5402,청소년,4
5402,청소년,4
5402,청소년,1
5402,어린이,685
5402,어린이,17
5402,어린이,5
5402,일반,27993
5402,일반,3035
5402,일반,488
5403,청소년,2060
5403,청소년,90
5403,청소년,48
5403,어린이,437
5403,어린이,58
5403,어린이,6
5403,일반,12775
5403,일반,5104
5403,일반,643
5404,청소년,1209
5404,청소년,210
5404,청소년,66
5404,어린이,171
5404,어린이,3
5404,일반,2825
5404,일반,430
5405,일반,28
5405,청소년,390
5405,청소년,28
5405,청소년,2
5405,어린이,65
5405,어린이,26
5405,일반,2612
5405,일반,3553
5405,일반,20
5406,청소년,470
5406,청소년,255
5406,청소년,4
5406,어린이,83
5406,어린이,163
5406,어린이,3
5406,일반,12695
5406,일반,6727
5406,일반,286
5409,청소년,1358
5409,청소년,194
5409,청소년,12
5409,어린이,467
5409,어린이,12
5409,어린이,6
5409,일반,17889
5409,일반,3347
5410,일반,448
5410,청소년,1600
5410,청소년,115
5410,청소년,31
5410,어린이,93
5410,어린이,241
5410,어린이,12
5410,일반,4866
5410,일반,4941
5411,일반,206
5411,청소년,1440
5411,청소년,526
5411,청소년,38
5411,어린이,52
5411,어린이,91
5411,일반,973
5411,일반,751
5411,일반,13
5412,청소년,209
5412,청소년,285
5412,어린이,4
5412,어린이,1
5412,일반,743
5412,일반,25
5412,일반,2
5412,청소년,5
5412,청소년,1
5413,어린이,2
5413,일반,11
5413,일반,113
5413,일반,1
5413,청소년,1
5413,일반,34
5413,일반,49
5413,청소년,1
5414,청소년,2
5414,어린이,2
5414,일반,3
5414,일반,1
5414,청소년,1
5414,일반,6
5414,일반,17
5414,일반,539
5414,일반,3
5415,청소년,1
5415,어린이,2
5415,일반,113
5415,일반,17
5415,청소년,3
5415,어린이,2
5415,어린이,181
5415,일반,47
5416,일반,12537
5416,청소년,6
5416,청소년,1762
5416,어린이,2421
5416,어린이,5
5416,어린이,2
5416,일반,24721
5416,일반,598
5416,일반,236
5417,청소년,5400
5417,청소년,141
5417,청소년,18
5417,어린이,624
5417,어린이,406
5417,어린이,26
5417,일반,6485
5417,일반,18924
5417,일반,555
5418,청소년,1595
5418,청소년,1535
5418,청소년,42
5418,어린이,4678
5418,어린이,43
5418,어린이,19
5418,일반,90382
5418,일반,2464
5418,일반,984
5419,청소년,27056
5419,청소년,242
5419,청소년,142
5419,어린이,61
5419,어린이,45
5419,일반,2529
5419,일반,9289
5419,일반,116
5419,청소년,219
5420,청소년,666
5420,청소년,5
5420,어린이,50
5420,어린이,30
5420,어린이,1
5420,일반,15457
5420,일반,1788
5420,일반,573
5420,청소년,685
5421,청소년,100
5421,청소년,6
5421,어린이,13
5421,일반,679
5421,청소년,11
5421,어린이,1
5421,일반,292
5421,청소년,4
5421,어린이,17
5422,일반,19
5422,일반,1550
5422,일반,10
5422,청소년,41
5422,어린이,2
5422,일반,160
5422,일반,111
5422,일반,19
5422,청소년,9
5423,청소년,6
5423,청소년,6
5423,어린이,2
5423,일반,182
5423,일반,3
5423,청소년,31
5423,청소년,2
5423,일반,30
5423,청소년,6
5424,어린이,1
5424,일반,7
5424,일반,42
5424,청소년,1
5424,청소년,21
5424,어린이,10
5424,어린이,1
5424,일반,2161
5424,일반,198
5425,일반,5
5425,청소년,304
5425,청소년,3
5425,어린이,11
5425,일반,434
5425,일반,121
5425,일반,5
5425,청소년,15
5426,청소년,4
5426,청소년,1
5426,어린이,330
5426,어린이,164
5426,어린이,13
5426,일반,4593
5426,일반,7857
5426,일반,1544
5426,청소년,893
5427,청소년,628
5427,청소년,75
5427,어린이,1250
5427,어린이,68
5427,어린이,103
5427,일반,46731
5427,일반,2696
5427,일반,2382
5427,청소년,8464
5428,청소년,140
5428,청소년,132
5428,어린이,2
5428,일반,8
5428,일반,92
5428,청소년,2
5428,청소년,9
5428,어린이,9
5428,일반,856
5429,일반,2
5429,일반,2
5429,청소년,642
5429,어린이,35
5429,어린이,25
5429,어린이,19
5429,일반,859
5429,일반,1182
5429,일반,1011
5430,청소년,131
5430,청소년,467
5430,청소년,638
5430,어린이,152
5430,어린이,82
5430,어린이,75
5430,일반,7757
5430,일반,3019
5431,일반,3004
5431,청소년,710
5431,청소년,2115
5431,청소년,1322
5431,어린이,41
5431,일반,3060
5431,일반,98
5431,일반,5
5431,청소년,730
5432,청소년,31
5432,어린이,1
5432,일반,600
5432,일반,24
5432,일반,1
5432,청소년,3
5432,일반,67
5432,일반,58
5432,일반,2
5433,일반,50
5433,일반,1
5433,청소년,1
5433,청소년,1
5433,어린이,1
5433,어린이,4
5433,일반,20
5433,일반,373
5433,일반,2
5434,청소년,1
5434,청소년,129
5434,어린이,1
5434,일반,70
5434,일반,82
5434,청소년,12
5434,청소년,3
5434,어린이,2
5435,일반,45
5435,일반,83
5435,일반,46
5435,청소년,4
5435,청소년,7
5435,청소년,1
5435,어린이,5
5435,어린이,1
5435,일반,476
5436,일반,207
5436,청소년,153
5436,청소년,8
5436,청소년,1
5436,일반,595
5436,일반,5
5436,청소년,1
5436,어린이,5
5436,일반,400
5437,청소년,7
5437,어린이,1
5437,일반,3
5437,일반,110
5437,청소년,11
5437,일반,172
5437,일반,3
5437,일반,1
5437,청소년,10
5438,어린이,3
5438,일반,60
5438,일반,600
5438,일반,3
5438,청소년,14
5438,청소년,3
5438,어린이,1
5438,일반,2198
5438,일반,4
5439,일반,4
5439,청소년,30
5439,어린이,348
5439,어린이,320
5439,어린이,432
5439,일반,17134
5439,일반,33263
5439,일반,37459
5439,청소년,2407
5440,청소년,3209
5440,청소년,4430
5440,어린이,92
5440,어린이,32
5440,어린이,18
5440,일반,5548
5440,일반,4608
5440,일반,2027
5441,청소년,1025
5441,청소년,239
5441,청소년,255
5441,어린이,342
5441,어린이,132
5441,어린이,6
5441,일반,9274
5441,일반,10563
5441,일반,1011
5442,청소년,670
5442,청소년,118
5442,청소년,16
5442,어린이,32
5442,어린이,12
5442,일반,1598
5442,일반,598
5442,일반,93
5442,청소년,135
5443,청소년,3
5443,청소년,4
5443,어린이,84
5443,어린이,22
5443,어린이,113
5443,일반,10195
5443,일반,1418
5443,일반,5451
5443,청소년,56
5444,청소년,55
5444,청소년,80
5444,어린이,169
5444,어린이,25
5444,일반,3693
5444,일반,3078
5444,일반,96
5444,청소년,1047
5444,청소년,120
5445,청소년,6
5445,어린이,75
5445,어린이,9
5445,어린이,12
5445,일반,8217
5445,일반,2024
5445,일반,293
5445,청소년,667
5445,청소년,113
5446,청소년,12
5446,어린이,69
5446,어린이,5
5446,어린이,1
5446,일반,5703
5446,일반,792
5446,일반,146
5446,청소년,1216
5446,청소년,104
5447,청소년,13
5447,어린이,325
5447,어린이,24
5447,어린이,1
5447,일반,7996
5447,일반,4613
5447,일반,144
5447,청소년,5882
5448,청소년,228
5448,청소년,18
5448,일반,4
5448,일반,64
5448,청소년,2
5448,어린이,1
5448,일반,81
5448,일반,3
5448,청소년,125
5449,청소년,1
5449,어린이,233
5449,어린이,59
5449,어린이,10
5449,일반,18737
5449,일반,7476
5449,일반,1740
5449,청소년,3285
5449,청소년,409
5450,청소년,74
5450,어린이,556
5450,어린이,34
5450,어린이,8
5450,일반,13387
5450,일반,9079
5450,일반,846
5450,청소년,11997
5450,청소년,436
5451,청소년,87
5451,어린이,24
5451,어린이,3
5451,일반,2675
5451,일반,619
5451,일반,63
5451,청소년,475
5451,청소년,82
5451,청소년,11
5452,어린이,406
5452,어린이,54
5452,어린이,1
5452,일반,26337
5452,일반,4968
5452,일반,179
5452,청소년,7538
5452,청소년,414
5452,청소년,30
5453,어린이,211
5453,어린이,31
5453,어린이,8
5453,일반,7115
5453,일반,5717
5453,일반,1521
5453,청소년,3716
5453,청소년,676
5453,청소년,295
5454,어린이,598
5454,어린이,67
5454,어린이,41
5454,일반,32927
5454,일반,7339
5454,일반,4467
5454,청소년,10946
5454,청소년,626
5454,청소년,538
5455,어린이,48
5455,어린이,1
5455,일반,2116
5455,일반,27
5455,일반,3
5455,청소년,332
5455,청소년,2
5455,어린이,32
5455,어린이,14
5456,일반,2778
5456,일반,733
5456,일반,23
5456,청소년,335
5456,청소년,60
5456,청소년,29
5456,어린이,27
5456,일반,2226
5456,일반,2
5457,일반,1
5457,청소년,17
5457,일반,60
5457,일반,198
5457,청소년,3
5457,어린이,3
5457,일반,279
5457,일반,1
5458,청소년,9
5458,어린이,1
5458,일반,26
5458,일반,211
5458,청소년,10
5458,청소년,107
5458,어린이,1403
5458,어린이,160
5458,어린이,28
5459,일반,112273
5459,일반,35364
5459,일반,11075
5459,청소년,11452
5459,청소년,1318
5459,청소년,480
5459,어린이,1202
5459,어린이,198
5459,어린이,115
5460,일반,66494
5460,일반,23703
5460,일반,30763
5460,청소년,11041
5461,청소년,1285
5461,청소년,1335
5461,어린이,694
5462,어린이,255
5462,어린이,231
5462,일반,71727
5462,일반,25135
5462,일반,25107
5463,청소년,7351
5463,청소년,1772
5463,청소년,2187
5463,어린이,576
5464,어린이,381
5464,어린이,175
5464,일반,178619
5464,일반,38644
5465,일반,18724
5465,청소년,11590
5465,청소년,2891
5466,청소년,1924
5466,어린이,690
5467,어린이,245
5467,어린이,23
5467,일반,71904
5467,일반,26238
5467,일반,3040
5467,청소년,9292
5468,청소년,1880
5468,청소년,298
5468,어린이,2130
5468,어린이,97
5469,어린이,138
5469,일반,79789
5470,일반,15184
5470,일반,13114
5470,청소년,15591
5470,청소년,1231
5470,청소년,1264
5470,어린이,1025
5470,어린이,893
5470,어린이,755
5470,일반,157335
5471,일반,171259
5471,일반,137384
5471,청소년,3773
5471,청소년,8120
5471,청소년,6118
5471,어린이,1558
5471,어린이,1044
5471,어린이,870
5471,일반,401460
5472,일반,137444
5472,일반,152767
5472,청소년,9804
5472,청소년,7247
5473,청소년,8838
5473,어린이,788
5473,어린이,767
5473,어린이,148
5473,일반,142044
5473,일반,45071
5474,일반,11187
5474,청소년,6366
5474,청소년,4230
5474,청소년,1147
5474,어린이,361
5475,어린이,390
5475,어린이,192
5475,일반,37255
5476,일반,105496
5476,일반,14681
5477,청소년,2125
5477,청소년,4236
5477,청소년,1906
5477,어린이,1448
5477,어린이,1059
5478,어린이,647
5478,일반,156502
5478,일반,143210
5478,일반,147619
5478,청소년,11033
5479,청소년,11131
5480,청소년,10329
5480,어린이,1800
5480,어린이,449
5480,어린이,1050
5480,일반,116522
5480,일반,98544
5480,일반,166941
5480,청소년,13668
5481,청소년,5918
5481,청소년,10268
5481,어린이,85
5481,어린이,203
5481,어린이,13
5481,일반,14335
5481,일반,33304
5481,일반,1768
5482,청소년,934
5482,청소년,1716
5482,청소년,249
5482,어린이,302
5482,어린이,95
5483,어린이,240
5483,일반,53413
5484,일반,13746
5484,일반,19156
5484,청소년,3874
5484,청소년,855
5485,청소년,1113
5485,어린이,2297
5485,어린이,626
5485,어린이,154
5486,일반,287545
5486,일반,31846
5486,일반,18381
5486,청소년,35201
5486,청소년,3144
5486,청소년,1717
5486,어린이,5701
5486,어린이,469
5486,어린이,274
5487,일반,179889
5487,일반,64385
5487,일반,25241
5487,청소년,42569
5487,청소년,5017
5487,청소년,2972
5487,어린이,467
5487,어린이,43
5487,일반,99322
5488,일반,5553
5488,일반,244
5488,청소년,10465
5488,청소년,429
5488,청소년,25
5488,어린이,24
5489,어린이,11
5489,어린이,1
5489,일반,2642
5489,일반,1182
5489,일반,28
5489,청소년,187
5489,청소년,39
5490,청소년,2
5490,어린이,1
5490,어린이,1
5490,일반,685
5490,일반,245
5491,일반,7
5491,청소년,164
5491,청소년,7
5491,어린이,1732
5491,어린이,359
5491,어린이,123
5491,일반,69756
5492,일반,56298
5492,일반,32016
5492,청소년,18107
5492,청소년,3298
5493,청소년,2075
5493,어린이,1544
5494,어린이,307
5494,어린이,173
5494,일반,115865
5494,일반,47511
5495,일반,19544
5495,청소년,20266
5495,청소년,1631
5495,청소년,894
5495,어린이,24
5495,일반,7666
5496,일반,151
5496,일반,9
5496,청소년,707
5496,청소년,23
5497,어린이,26
5497,일반,77
5497,일반,3338
5498,청소년,19
5498,청소년,445
5498,어린이,19
5498,어린이,19
5498,어린이,2
5498,일반,10014
5498,일반,5982
5498,일반,612
5499,청소년,532
5499,청소년,107
5499,청소년,30
5499,어린이,135
5500,어린이,32
5500,어린이,1
5500,일반,22023
5501,일반,3349
5501,일반,458
5501,청소년,973
5501,청소년,107
5501,청소년,31
5502,어린이,916
5502,어린이,76
5502,어린이,10
5502,일반,46182
5502,일반,18340
5502,일반,1165
5503,청소년,9369
5503,청소년,728
5503,청소년,98
5503,어린이,1800
5503,어린이,66
5503,어린이,13
5504,일반,30536
5504,일반,4165
5504,일반,1831
5504,청소년,24689
5504,청소년,227
5504,청소년,214
5504,어린이,7
5504,어린이,147
5505,일반,217
5505,일반,38591
5505,일반,23
5505,청소년,83
5505,청소년,2315
5505,청소년,3
5505,어린이,1
5505,어린이,1
5507,일반,66
5507,일반,303
5507,일반,13
5508,청소년,7
5508,청소년,9
5508,청소년,1
5508,어린이,7
5508,어린이,1
5508,일반,1167
5508,일반,249
5509,일반,22
5509,청소년,62
5509,청소년,1
5509,청소년,2
5509,어린이,820
5509,어린이,141
5509,어린이,64
5509,일반,28178
5510,일반,19741
5510,일반,7994
5510,청소년,20266
5510,청소년,2192
5510,청소년,1178
5510,어린이,64
5510,어린이,317
5511,어린이,175
5511,일반,3218
5511,일반,33522
5511,일반,12345
5511,청소년,1250
5511,청소년,3844
5511,청소년,2248
5512,어린이,1
5512,어린이,2
5512,어린이,1
5513,일반,160
5513,일반,1076
5513,일반,19
5514,청소년,9
5514,청소년,1
5514,어린이,2
5515,어린이,1
5515,일반,5787
5515,일반,48
5515,일반,57
5515,청소년,367
5515,청소년,1
5515,어린이,1
5516,어린이,2
5516,일반,396
5516,일반,13
5516,일반,47
5516,청소년,5
5517,청소년,14
5517,어린이,5
5517,일반,18
5518,일반,355
5518,일반,4
5518,청소년,22
5518,어린이,3
5519,일반,77
5519,일반,297
5519,일반,38
5520,청소년,3
5520,청소년,6
5520,청소년,1
5521,어린이,17
5521,어린이,1
5521,일반,978
5521,일반,212
5521,일반,36
5522,청소년,7
5522,청소년,8
5522,어린이,3118
5522,어린이,182
5522,어린이,82
5522,일반,57744
5522,일반,6167
5522,일반,2160
5522,청소년,35741
5523,청소년,865
5523,청소년,566
5523,어린이,4413
5523,어린이,157
5523,어린이,50
5523,일반,56839
5523,일반,4298
5523,일반,1192
5523,청소년,23585
5524,청소년,528
5524,청소년,480
5524,어린이,197
5524,어린이,3
5524,일반,15821
5524,일반,5
5524,일반,359
5524,청소년,2949
5524,청소년,1
5525,청소년,57
5525,어린이,16
5525,어린이,69
5525,일반,399
5525,일반,5057
5525,일반,6
5525,청소년,98
5525,청소년,1250
5526,청소년,3
5526,어린이,25
5526,일반,13
5526,일반,923
5526,청소년,7
5526,청소년,50
5527,어린이,64
5527,어린이,1
5527,일반,11757
5527,일반,25
5527,일반,89
5527,청소년,341
5527,청소년,5
5527,청소년,6
5530,어린이,97
5530,어린이,79
5530,어린이,2
5530,일반,4300
5530,일반,2199
5530,일반,404
5531,청소년,409
5531,청소년,139
5531,청소년,16
5532,어린이,296
5532,어린이,5
5532,일반,7143
5532,일반,1280
5532,일반,74
5532,청소년,846
5532,청소년,30
5533,청소년,3
5533,어린이,6
5533,일반,6
5533,일반,85
5533,청소년,4
5533,청소년,1
5534,어린이,1
5534,일반,25
5534,일반,12
5534,어린이,61
5534,어린이,5
5535,일반,12358
5535,일반,1172
5535,일반,353
5536,청소년,584
5536,청소년,25
5536,청소년,10
5536,어린이,1
5536,일반,2164
5536,일반,858
5536,일반,12
5536,청소년,18
5537,청소년,9
5537,어린이,275
5537,어린이,292
5537,어린이,110
5537,일반,27793
5537,일반,43529
5537,일반,5984
5538,청소년,2984
5538,청소년,2723
5538,청소년,1201
5538,어린이,148
5539,어린이,284
5539,어린이,53
5539,일반,19812
5539,일반,44186
5539,일반,2124
5540,청소년,1373
5540,청소년,4400
5540,청소년,173
5540,어린이,4
5540,일반,1333
5541,일반,59
5541,청소년,141
5541,청소년,1
5541,어린이,375
5541,어린이,41
5541,어린이,2
5541,일반,6634
5541,일반,4464
5542,일반,161
5542,청소년,844
5542,청소년,206
5542,청소년,20
5542,어린이,127
5542,어린이,108
5542,어린이,16
5543,일반,6760
5543,일반,3895
5543,일반,416
5543,청소년,458
5543,청소년,302
5543,청소년,252
5543,어린이,38
5544,어린이,36
5544,일반,12615
5544,일반,5168
5544,일반,218
5544,청소년,408
5544,청소년,575
5545,청소년,2
5545,어린이,29
5545,어린이,6
5545,일반,6629
5545,일반,1207
5548,일반,104
5548,청소년,362
5548,청소년,18
5548,청소년,13
5548,어린이,22
5548,어린이,178
5548,일반,4438
5548,일반,4203
5549,일반,36
5549,청소년,198
5549,청소년,514
5549,청소년,4
5549,어린이,339
5549,어린이,3
5550,일반,2628
5550,일반,1239
5550,일반,73
5550,청소년,233
5550,청소년,66
5550,청소년,6
5550,일반,19
5550,일반,11
5551,일반,180
5551,일반,114
5551,청소년,1
5551,어린이,97
5551,어린이,54
5551,어린이,11
5551,일반,4124
5551,일반,10994
5552,일반,1724
5552,청소년,643
5552,청소년,501
5552,청소년,74
5552,어린이,921
5552,어린이,22
5553,어린이,18
5553,일반,32617
5553,일반,1417
5554,일반,1468
5554,청소년,4340
5554,청소년,91
5554,청소년,130
5554,어린이,2667
5554,어린이,986
5554,어린이,93
5555,일반,26016
5555,일반,12884
5556,일반,1655
5556,청소년,5634
5557,청소년,2457
5557,청소년,499
5558,어린이,15141
5559,어린이,330
5559,어린이,108
5560,일반,79669
5560,일반,6813
5560,일반,3024
5560,청소년,40270
5560,청소년,936
5560,청소년,480
5560,일반,16
5560,어린이,2
5560,일반,195
5561,일반,7
5561,일반,21
5561,어린이,1
5561,일반,454
5561,청소년,6
5561,어린이,1323
5561,어린이,894
5561,어린이,153
5561,일반,157496
5562,일반,70638
5562,일반,16198
5562,청소년,23518
5562,청소년,4832
5562,청소년,1294
5562,어린이,19
5562,어린이,837
5563,어린이,1
5563,일반,658
5563,일반,35131
5563,일반,90
5563,청소년,126
5563,청소년,3158
5563,청소년,7
5566,어린이,2142
5566,어린이,350
5566,어린이,258
5566,일반,233672
5566,일반,28190
5566,일반,26003
5566,청소년,28838
5566,청소년,2445
5566,청소년,1947
5567,어린이,249
5567,어린이,923
5567,어린이,76
5567,일반,61693
5567,일반,122620
5567,일반,8079
5567,청소년,5065
5567,청소년,7094
5567,청소년,831
5568,어린이,1
5568,어린이,23
5568,일반,193
5568,일반,2915
5568,일반,5
5568,청소년,38
5568,청소년,351
5569,어린이,1132
5569,어린이,1360
5569,어린이,376
5569,일반,156411
5570,일반,117897
5570,일반,41778
5570,청소년,10620
5570,청소년,7949
5570,청소년,2052
5570,어린이,1316
5570,어린이,167
5570,어린이,490
5570,일반,22934
5571,일반,28872
5571,일반,20117
5571,청소년,1743
5571,청소년,2084
5571,청소년,1808
5571,어린이,712
5571,어린이,1
5571,어린이,2
5572,일반,50135
5572,일반,2122
5572,일반,411
5572,청소년,8673
5572,청소년,169
5572,청소년,36
5572,어린이,4
5572,어린이,15
5572,어린이,3
5573,일반,189
5573,일반,5540
5573,일반,272
5573,청소년,28
5573,청소년,402
5573,청소년,43
5573,어린이,185
5573,어린이,1
5573,어린이,2
5574,일반,71379
5574,일반,235
5574,일반,286
5574,청소년,10174
5574,청소년,24
5574,청소년,31
5574,어린이,21
5574,어린이,26
5575,어린이,1
5575,일반,8716
5575,일반,2371
5575,일반,46
5575,청소년,1220
5575,청소년,291
5575,청소년,7
5575,일반,204
5575,청소년,3
5576,일반,12
5576,일반,3
5576,일반,4
5576,청소년,1
5576,일반,317
5576,청소년,21
5576,어린이,1
5577,일반,7159
5577,일반,120
5577,일반,51
5577,청소년,66
5577,어린이,2
5577,어린이,3
5577,일반,397
5578,일반,1155
5578,일반,15
5578,청소년,2
5578,청소년,5
5578,어린이,2524
5578,어린이,202
5578,어린이,96
5578,일반,102639
5578,일반,22405
5579,일반,8428
5579,청소년,6077
5579,청소년,1137
5579,청소년,587
5579,어린이,1006
5579,어린이,333
5579,어린이,43
5579,일반,83788
5579,일반,19793
5580,일반,6568
5580,청소년,4029
5580,청소년,830
5580,청소년,333
5580,어린이,71
5580,어린이,37
5580,어린이,69
5580,일반,1927
5580,일반,1910
5583,일반,2133
5583,청소년,172
5583,청소년,40
5583,청소년,282
5583,어린이,1896
5583,어린이,98
5583,어린이,222
5583,일반,49862
5583,일반,3987
5584,일반,8574
5584,청소년,4668
5584,청소년,302
5584,청소년,862
5584,일반,2
5584,일반,65
5584,청소년,8
5584,일반,97
5584,일반,3
5585,청소년,1
5585,어린이,1
5585,일반,175
5585,일반,194
5586,일반,1
5587,청소년,59
5587,어린이,35
5588,일반,3697
5588,일반,28
5589,일반,2
5589,청소년,250
5589,어린이,511
5590,어린이,10
5590,일반,6444
5590,일반,845
5591,일반,84
5591,청소년,830
5591,청소년,27
5592,청소년,3
5592,어린이,90
5592,어린이,36
5593,일반,4791
5593,일반,2283
5594,일반,43
5594,청소년,313
5594,청소년,110
5595,청소년,4
5595,어린이,482
5596,어린이,493
5596,어린이,134
5597,일반,44774
5597,일반,63034
5598,일반,15210
5598,청소년,3341
5598,청소년,4455
5598,청소년,1031
5599,어린이,554
5599,어린이,291
5600,어린이,283
5600,일반,90116
5601,일반,37922
5601,일반,29348
5602,청소년,5107
5602,청소년,2737
5603,청소년,3402
5604,어린이,4172
5604,어린이,1068
5605,어린이,871
5605,일반,77201
5606,일반,33795
5606,일반,14546
5609,청소년,11619
5609,청소년,4782
5609,청소년,3334
5609,어린이,9154
5611,어린이,723
5611,어린이,893
5611,일반,32597
5612,일반,25965
5613,일반,22180
5613,청소년,20235
5613,청소년,2762
5613,청소년,3347
5613,어린이,2016
5613,어린이,61
5613,어린이,5
5614,일반,47893
5614,일반,7185
5614,일반,1359
5614,청소년,7574
5614,청소년,858
5615,청소년,131
5615,어린이,905
5615,어린이,42
5616,어린이,6
5616,일반,39178
5616,일반,8574
5616,일반,1212
5616,청소년,5399
5616,청소년,288
5617,청소년,102
5617,어린이,1
5617,일반,11
5617,일반,132
5617,청소년,2
5617,어린이,147
5618,일반,1368
5618,일반,6
5618,청소년,435
5618,일반,8
5618,일반,96
5618,청소년,2
5619,어린이,17
5619,일반,2006
5619,일반,5
5619,일반,1
5620,청소년,240
5620,어린이,177
5620,일반,1076
5620,일반,14
5621,청소년,40
5621,어린이,22
5621,어린이,2
5622,일반,30
5622,일반,52
5622,청소년,3
5623,어린이,2
5624,일반,598
5624,일반,38
5624,일반,4
5625,청소년,9
5625,청소년,2
5625,어린이,3
5625,일반,40
5626,일반,184
5626,일반,1
5627,청소년,14
5627,청소년,1
5627,어린이,1
5627,어린이,1
5627,일반,27
5627,일반,584
5627,일반,12
5627,청소년,2
5627,청소년,2
5628,어린이,3
5628,어린이,4
5628,일반,219
5628,일반,1358
5628,일반,23
5628,청소년,52
5628,청소년,66
5628,청소년,3
5629,어린이,2
5629,일반,379
5629,일반,10
5629,청소년,10
5629,청소년,33
5629,어린이,4
5629,일반,13
5629,일반,210
5629,청소년,223
5630,어린이,6
5630,어린이,44
5630,일반,1136
5630,일반,4469
5630,일반,15
5630,청소년,66
5631,청소년,276
5631,어린이,13
5631,일반,1093
5631,일반,396
5634,일반,118
5634,청소년,113
5634,청소년,23
5634,청소년,13
5634,어린이,18
5635,어린이,188
5635,일반,3142
5635,일반,23724
5635,일반,133
5635,청소년,89
5635,청소년,947
5636,청소년,10
5643,어린이,6226
5643,어린이,147
5643,어린이,74
5643,일반,37074
5643,일반,14403
5643,일반,5702
5643,청소년,42373
5644,청소년,847
5644,청소년,520
5644,어린이,25
5644,어린이,2
5644,어린이,2
5644,일반,6091
5645,일반,561
5645,일반,82
5645,청소년,49
5646,청소년,28
5646,어린이,9
5646,어린이,2
5646,일반,2577
5646,일반,1076
5646,일반,17
5647,청소년,86
5647,청소년,5
5647,청소년,4
5648,어린이,391
5648,어린이,147
5649,어린이,5
5649,일반,8616
5649,일반,5356
5650,일반,242
5650,청소년,1304
5650,청소년,525
5651,청소년,53
5651,어린이,437
5651,어린이,149
5652,어린이,12
5652,일반,13328
5653,일반,5930
5653,일반,637
5653,청소년,4096
5654,청소년,912
5654,청소년,92
5654,어린이,1272
5655,어린이,377
5655,어린이,95
5656,일반,61429
5656,일반,5144
5656,일반,7931
5656,청소년,8289
5656,청소년,953
5656,청소년,827
5656,어린이,3170
5656,어린이,151
5656,어린이,19
5657,일반,16682
5657,일반,15932
5657,일반,782
5657,청소년,10941
5657,청소년,1624
5657,청소년,135
5657,어린이,3
5657,일반,61
5657,일반,626
5658,일반,2
5658,청소년,17
5658,청소년,2
5658,어린이,52
5658,일반,3214
5658,일반,104
5658,일반,9
5658,청소년,430
5658,청소년,2
5659,청소년,1
5659,어린이,6
5659,어린이,9
5659,일반,426
5659,일반,1620
5659,일반,5
5659,청소년,23
5659,청소년,70
5659,청소년,2
5660,어린이,590
5660,어린이,80
5660,어린이,3
5660,일반,12725
5661,일반,4171
5661,일반,299
5662,청소년,915
5662,청소년,140
5663,청소년,21
5663,어린이,43
5664,어린이,8
5664,일반,6764
5665,일반,573
5665,일반,50
5665,청소년,381
5666,청소년,18
5666,청소년,2
5666,어린이,90
5667,어린이,5
5667,일반,1897
5668,일반,540
5668,일반,66
5668,청소년,246
5669,청소년,39
5669,청소년,8
5669,어린이,203
5669,어린이,45
5670,어린이,5
5670,일반,16537
5670,일반,8991
5671,일반,1196
5671,청소년,1280
5671,청소년,559
5671,청소년,103
5672,어린이,71
5672,어린이,26
5672,일반,8519
5672,일반,1424
5673,일반,157
5673,청소년,149
5673,청소년,16
5674,청소년,4
5674,어린이,116
5675,어린이,55
5675,일반,6136
5676,일반,6397
5676,일반,212
5677,청소년,176
5677,청소년,221
5678,청소년,3
5678,어린이,22
5679,어린이,30
5679,일반,1891
5680,일반,4429
5680,일반,34
5680,청소년,190
5680,청소년,308
5681,청소년,4
5681,어린이,322
5681,어린이,3
5681,어린이,15
5681,일반,10413
5681,일반,832
5681,일반,330
5682,청소년,1317
5682,청소년,59
5682,청소년,154
5682,어린이,98
5682,어린이,3
5682,어린이,1
5682,일반,3992
5682,일반,239
5682,일반,14
5685,청소년,502
5685,청소년,17
5686,청소년,5
5686,어린이,40
5687,어린이,2
5687,일반,336
5687,일반,315
5687,일반,4
5687,청소년,54
5687,청소년,27
5687,청소년,34
5688,어린이,820
5688,어린이,237
5688,어린이,27
5688,일반,35219
5688,일반,33305
5688,일반,2808
5688,청소년,2575
5688,청소년,1460
5689,청소년,371
5689,어린이,958
5689,어린이,76
5689,어린이,16
5689,일반,35078
5689,일반,17105
5689,일반,2092
5690,청소년,4027
5690,청소년,558
